Substructure,Molecules containing fragment,Number of Molecules_with_Fragment,Mean score cluster,Steps,Number of Molecules_with_Fragment List,step min,step count
Cc1ccc(-c2cc(C#N)c(N)c3c2-c2c(C)cccc2C3=O)cc1,{'Cc1ccc(-c2cc(C#N)c(N)c3c2-c2c(C)cccc2C3=O)cc1'},1,0.1916884,[40],[2],40,1
Cc1ccc(-c2c(-c3ccccc3)c(=O)oc3cc(Cl)ccc23)cc1,{'Cc1ccc(-c2c(-c3ccccc3)c(=O)oc3cc(Cl)ccc23)cc1'},1,0.1437901,[240],[2],240,1
Cc1cc2oc(-c3ccccc3)c(-c3ccccc3)c(=O)c2cc1Cl,{'Cc1cc2oc(-c3ccccc3)c(-c3ccccc3)c(=O)c2cc1Cl'},1,0.0729293,[120],[2],120,1
Cc1cc2ccc3ccccc3c2c(N=NNc2ccccc2)c1C,{'Cc1cc2ccc3ccccc3c2c(N=NNc2ccccc2)c1C'},1,0.3177269,[220],[2],220,1
Cc1cc(C)cc(C2=C3C(Br)=C(Cl)C(Br)=[N+]3[B-](F)(F)n3cccc32)c1,{'Cc1cc(C)cc(C2=C3C(Br)=C(Cl)C(Br)=[N+]3[B-](F)(F)n3cccc32)c1'},1,0.0,[290],[2],290,1
Cc1cc(C)c([N+]2=CC=[N+](c3c(C)cc(C)cc3C)[P-]2(=O)=O)c(C)c1,{'Cc1cc(C)c([N+]2=CC=[N+](c3c(C)cc(C)cc3C)[P-]2(=O)=O)c(C)c1'},1,0.0144158,[180],[2],180,1
C[Si]1(C)C[Si](C)(C)c2c1c1c(c3ccccc23)C(=O)C(Br)=C(Br)C1=O,{'C[Si]1(C)C[Si](C)(C)c2c1c1c(c3ccccc23)C(=O)C(Br)=C(Br)C1=O'},1,0.257253,[220],[2],220,1
Cn1c2ccccc2c2nc3nc(=O)c4ccccc4c-3cc(Br)c21,{'Cn1c2ccccc2c2nc3nc(=O)c4ccccc4c-3cc(Br)c21'},1,0.1714067,[90],[2],90,1
C[S+]=C1C=CC(=O)C2=C1C(=C1N=c3ccccc3=C1[O-])C1(C=NN1)S2,{'C[S+]=C1C=CC(=O)C2=C1C(=C1N=c3ccccc3=C1[O-])C1(C=NN1)S2'},1,0.2508402,[150],[2],150,1
C[S+]=C1C(Cl)=CC(=C(c2ccccc2)c2ccccc2Br)C(Br)=C1Cl,{'C[S+]=C1C(Cl)=CC(=C(c2ccccc2)c2ccccc2Br)C(Br)=C1Cl'},1,0.1794792,[200],[2],200,1
COc1ccccc1NN=C1C=[N+]([O-])c2cc([N+](=O)[O-])ccc2C1=O,{'COc1ccccc1NN=C1C=[N+]([O-])c2cc([N+](=O)[O-])ccc2C1=O'},1,0.5936712,[380],[2],380,1
COc1ccccc1C(=O)NC1CCC2=[S+]C3=C(CCCO3)C2=C1[O-],{'COc1ccccc1C(=O)NC1CCC2=[S+]C3=C(CCCO3)C2=C1[O-]'},1,0.077236,[90],[2],90,1
COc1ccc2c3c([se]c2c1)C=Cc1sc2c-3c1[Se]c1ccccc1-2,{'COc1ccc2c3c([se]c2c1)C=Cc1sc2c-3c1[Se]c1ccccc1-2'},1,0.3336367,[80],[2],80,1
COc1ccc2c(c1)[B-](F)(F)C1=Cc3ccccc3N3[N+]1=C2[B-]3(F)F,{'COc1ccc2c(c1)[B-](F)(F)C1=Cc3ccccc3N3[N+]1=C2[B-]3(F)F'},1,0.4772733,[280],[2],280,1
Cc1ccc(-c2cnc(-c3ccccn3)c(-c3ccccn3)c2)cc1,{'Cc1ccc(-c2cnc(-c3ccccn3)c(-c3ccccn3)c2)cc1'},1,0.026336,[80],[2],80,1
Cc1ccc(-c2nccc(-c3ccccc3)c2-c2ccc(Br)s2)cc1,{'Cc1ccc(-c2nccc(-c3ccccc3)c2-c2ccc(Br)s2)cc1'},1,0.0372722,[250],[2],250,1
Cc1ccc(C2C(c3ccccc3)=C(c3ccccc3)C2(C)C)cc1,{'Cc1ccc(C2C(c3ccccc3)=C(c3ccccc3)C2(C)C)cc1'},1,0.0100496,[20],[2],20,1
Cc1ccc(C=C2C(=O)Nc3ccccc3-c3cc(Br)ccc32)cc1,{'Cc1ccc(C=C2C(=O)Nc3ccccc3-c3cc(Br)ccc32)cc1'},1,0.1777134,[100],[2],100,1
Cc1ccc(N=Nc2cccc(-c3cnc4ccccc4n3)n2)cc1,{'Cc1ccc(N=Nc2cccc(-c3cnc4ccccc4n3)n2)cc1'},1,0.2400149,[60],[2],60,1
Cc1ccc(S(=O)(=O)N2Cc3ccccc3C2c2ccccc2)cc1,{'Cc1ccc(S(=O)(=O)N2Cc3ccccc3C2c2ccccc2)cc1'},1,0.0022229,[10],[2],10,1
Cc1ccc(S(=O)(=O)NN=C(c2ccccc2)c2ccccc2)cc1,{'Cc1ccc(S(=O)(=O)NN=C(c2ccccc2)c2ccccc2)cc1'},1,0.0368812,[140],[2],140,1
Cc1ccc(S(=O)(=O)c2nn[n+]3n2[B-](F)(F)Oc2ccccc2-3)cc1,{'Cc1ccc(S(=O)(=O)c2nn[n+]3n2[B-](F)(F)Oc2ccccc2-3)cc1'},1,0.014979,[110],[2],110,1
Cc1ccccc1C=C1[S+]=C(c2ccccc2)C=C1c1ccccc1,{'Cc1ccccc1C=C1[S+]=C(c2ccccc2)C=C1c1ccccc1'},1,0.5265073,[370],[2],370,1
Cc1ccccc1NN=C1C=C(Br)C(=[N+]([O-])[O-])C(c2ccccc2)=C1,{'Cc1ccccc1NN=C1C=C(Br)C(=[N+]([O-])[O-])C(c2ccccc2)=C1'},1,0.2745138,[200],[2],200,1
Cc1nc2ccccc2c(OC(=O)c2c[nH]c3ccccc23)c1C=O,{'Cc1nc2ccccc2c(OC(=O)c2c[nH]c3ccccc23)c1C=O'},1,0.064705,[50],[2],50,1
Cc1nn(-c2ccccc2)c(=Nc2ccccc2Br)c2c1CCCC2,{'Cc1nn(-c2ccccc2)c(=Nc2ccccc2Br)c2c1CCCC2'},1,0.1381143,[40],[2],40,1
Cc1nn(-c2ccccc2)c2c1CC(=O)NN=C(c1ccccn1)N2,{'Cc1nn(-c2ccccc2)c2c1CC(=O)NN=C(c1ccccn1)N2'},1,0.1457833,[210],[2],210,1
ClC(=C1C(c2ccccc2Cl)=Cc2ccccc21)c1ccc(Cl)cc1,{'ClC(=C1C(c2ccccc2Cl)=Cc2ccccc21)c1ccc(Cl)cc1'},1,0.3439757,[270],[2],270,1
ClC(=Cc1ccccc1)C(=Cc1ccccc1)Oc1ccc(Cl)cc1,{'ClC(=Cc1ccccc1)C(=Cc1ccccc1)Oc1ccc(Cl)cc1'},1,0.0,[250],[2],250,1
Clc1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,{'Clc1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'},1,0.0359936,[150],[2],150,1
Clc1ccc2c(c1)C(=C1C=C(c3ccccc3)c3c(Br)cccc31)S2,{'Clc1ccc2c(c1)C(=C1C=C(c3ccccc3)c3c(Br)cccc31)S2'},1,0.4127164,[370],[2],370,1
F[B-]1(F)n2c(Cl)ccc2C(c2ccc[nH]2)=C2c3ccccc3C(Cl)=[N+]21,{'F[B-]1(F)n2c(Cl)ccc2C(c2ccc[nH]2)=C2c3ccccc3C(Cl)=[N+]21'},1,0.0,[340],[2],340,1
F[B-]1(F)n2c(cc(Br)c2Cl)C(c2ccc(Cl)cc2)=C2C(Br)=CC(Br)=[N+]21,{'F[B-]1(F)n2c(cc(Br)c2Cl)C(c2ccc(Cl)cc2)=C2C(Br)=CC(Br)=[N+]21'},1,0.0,[330],[2],330,1
F[B-]1(F)n2cccc2C(=C2C=CC(c3ccccc3)=C2)c2cccn21,{'F[B-]1(F)n2cccc2C(=C2C=CC(c3ccccc3)=C2)c2cccn21'},1,0.5819612,[230],[2],230,1
O=C1c2ccccc2C(=C2c3cccn3[B-](F)(F)n3cccc32)[N+]1=O,{'O=C1c2ccccc2C(=C2c3cccn3[B-](F)(F)n3cccc32)[N+]1=O'},1,0.0,[350],[2],350,1
O=S(=O)(c1ccc(Br)cc1)N1CC2CCCC2(c2ccc(Cl)cc2)C1,{'O=S(=O)(c1ccc(Br)cc1)N1CC2CCCC2(c2ccc(Cl)cc2)C1'},1,0.0026107,[40],[2],40,1
O=S(=O)(O[C-]=C(c1ccccc1)C(F)(Br)c1ccccc1)C(F)(F)F,{'O=S(=O)(O[C-]=C(c1ccccc1)C(F)(Br)c1ccccc1)C(F)(F)F'},1,0.0,[10],[2],10,1
O=Cc1ccc(-c2ccc(-c3ccc(-c4[n-][nH]c(=S)[s+]4)s3)cc2)cc1,{'O=Cc1ccc(-c2ccc(-c3ccc(-c4[n-][nH]c(=S)[s+]4)s3)cc2)cc1'},1,0.1990252,[30],[2],30,1
O=C1c2ccccc2C(=O)N1[P-](#[S+])(c1ccccc1)c1ccccc1,{'O=C1c2ccccc2C(=O)N1[P-](#[S+])(c1ccccc1)c1ccccc1'},1,0.0245711,[180],[2],180,1
O=C1c2ccccc2C(=O)N1S(=O)(=O)c1conc1-c1ccccc1,{'O=C1c2ccccc2C(=O)N1S(=O)(=O)c1conc1-c1ccccc1'},1,0.0199088,[60],[2],60,1
O=C1c2ccccc2C(=NNc2ccccc2F)c2ccc(Cl)cc21,{'O=C1c2ccccc2C(=NNc2ccccc2F)c2ccc(Cl)cc21'},1,0.3317662,[270],[2],270,1
O=C1c2ccccc2-c2nc3ccccc3c1c2-c1ccc(Cl)cc1,{'O=C1c2ccccc2-c2nc3ccccc3c1c2-c1ccc(Cl)cc1'},1,0.2178337,[70],[2],70,1
O=C1C=CC(=C2C(=O)C(O)=C(Nc3ccccc3)C=C2[N+](=O)[O-])C=C1,{'O=C1C=CC(=C2C(=O)C(O)=C(Nc3ccccc3)C=C2[N+](=O)[O-])C=C1'},1,0.4666784,[160],[2],160,1
O=C1c2cccc3cccc(c23)C=CC12C=Cc1c(Cl)cc(Cl)cc12,{'O=C1c2cccc3cccc(c23)C=CC12C=Cc1c(Cl)cc(Cl)cc12'},1,0.201501,[150],[2],150,1
O=C1c2cccc3cccc(c23)C(=O)N1c1cccc2cccnc12,{'O=C1c2cccc3cccc(c23)C(=O)N1c1cccc2cccnc12'},1,0.1480282,[130],[2],130,1
O=C1c2cccc(c2)C(=O)c2ccccc2C(=O)Nc2ccccc21,{'O=C1c2cccc(c2)C(=O)c2ccccc2C(=O)Nc2ccccc21'},1,0.0547246,[80],[2],80,1
O=C1CCCC2=C1C(c1ccccc1)=CC1=CCc3ccccc3N12,{'O=C1CCCC2=C1C(c1ccccc1)=CC1=CCc3ccccc3N12'},1,0.3084633,[150],[2],150,1
O=C1CCCC(c2ccccc2O)=C1c1cccc2cccc(F)c12,{'O=C1CCCC(c2ccccc2O)=C1c1cccc2cccc(F)c12'},1,0.1246435,[140],[2],140,1
O=C1CC2OCCCCC(O)C3(O)c4cc([N+](=O)[O-])ccc4N1C23O,{'O=C1CC2OCCCCC(O)C3(O)c4cc([N+](=O)[O-])ccc4N1C23O'},1,0.0303745,[60],[2],60,1
O=S1(=O)C(c2ccccc2)=CC=c2ccccc2=C1c1ccccc1,{'O=S1(=O)C(c2ccccc2)=CC=c2ccccc2=C1c1ccccc1'},1,0.3857634,[170],[2],170,1
O=S1(=O)c2ccccc2C([S+][O-])=C(c2ccccc2)c2ccccc21,{'O=S1(=O)c2ccccc2C([S+][O-])=C(c2ccccc2)c2ccccc21'},1,0.2275776,[340],[2],340,1
O=[N+]([O-])c1ccc(C2=Cc3ccc(Br)n3[B-](F)(F)n3cccc32)cc1,{'O=[N+]([O-])c1ccc(C2=Cc3ccc(Br)n3[B-](F)(F)n3cccc32)cc1'},1,0.5477572,[280],[2],280,1
O=[N+]([O-])c1ccc(C=NN=C(c2ccccc2)c2ccccc2)cc1,{'O=[N+]([O-])c1ccc(C=NN=C(c2ccccc2)c2ccccc2)cc1'},1,0.1719278,[110],[2],110,1
O=[N+]([O-])c1ccc(F)c(NN=C2C=Cc3cc4ccccc4cc32)c1,{'O=[N+]([O-])c1ccc(F)c(NN=C2C=Cc3cc4ccccc4cc32)c1'},1,0.4450814,[310],[2],310,1
O=[N+]([O-])c1ccccc1NN=C(c1ccc(F)cc1)c1ccccn1,{'O=[N+]([O-])c1ccccc1NN=C(c1ccc(F)cc1)c1ccccn1'},1,0.3036335,[320],[2],320,1
O=[N+]1C(=C2c3cccn3[B-](F)(F)n3cccc32)C=Cc2ccccc21,{'O=[N+]1C(=C2c3cccn3[B-](F)(F)n3cccc32)C=Cc2ccccc21'},1,0.5751013,[380],[2],380,1
O=c1c2ccccc2n(-c2ccc(Cl)cc2)c(=O)n1-c1ccccc1,{'O=c1c2ccccc2n(-c2ccc(Cl)cc2)c(=O)n1-c1ccccc1'},1,0.012166,[100],[2],100,1
O=c1c2ccccc2n(S(=O)(=O)Cc2ccccc2)c2ccccc12,{'O=c1c2ccccc2n(S(=O)(=O)Cc2ccccc2)c2ccccc12'},1,0.059149,[20],[2],20,1
O=c1cc(-n2ccc(-c3ccccc3)n2)cnn1N=Cc1ccc[nH]1,{'O=c1cc(-n2ccc(-c3ccccc3)n2)cnn1N=Cc1ccc[nH]1'},1,0.2075346,[110],[2],110,1
Oc1ccc(C(F)(F)F)cc1-c1c2ccccc2cc2ccccc12,{'Oc1ccc(C(F)(F)F)cc1-c1c2ccccc2cc2ccccc12'},1,0.5331439,[270],[2],270,1
Oc1ccc2ccc(-c3nc4ccccc4c4ccccc34)cc2c1,{'Oc1ccc2ccc(-c3nc4ccccc4c4ccccc34)cc2c1'},1,0.0790405,[180],[2],180,1
Oc1cccc2cc(N=Cc3c(Br)cc(Cl)c4ccccc34)cnc12,{'Oc1cccc2cc(N=Cc3c(Br)cc(Cl)c4ccccc34)cnc12'},1,0.3294254,[340],[2],340,1
S=C(NN=C(c1ccccc1)c1ccccc1)Nc1cccc(Cl)c1,{'S=C(NN=C(c1ccccc1)c1ccccc1)Nc1cccc(Cl)c1'},1,0.1428176,[20],[2],20,1
[O-]N([O-])c1ccc([S+]=C2C(=[N+]3[N-]C4[N-]C43)C=Cc3cccc2c3)cc1,{'[O-]N([O-])c1ccc([S+]=C2C(=[N+]3[N-]C4[N-]C43)C=Cc3cccc2c3)cc1'},1,0.0877943,[240],[2],240,1
[O-][N+]1=c2c([o+]c3cccc4cccc2c43)-c2ccccc2O[B-]1(F)F,{'[O-][N+]1=c2c([o+]c3cccc4cccc2c43)-c2ccccc2O[B-]1(F)F'},1,0.3579101,[220],[2],220,1
[O-][n+]1cccc2cccc(-c3c4ccccc4cc4ccccc34)c21,{'[O-][n+]1cccc2cccc(-c3c4ccccc4cc4ccccc34)c21'},1,0.4981152,[300],[2],300,1
O=C1CC(c2ccc3ccccc3c2NCCO)Nc2ccccc21,{'O=C1CC(c2ccc3ccccc3c2NCCO)Nc2ccccc21'},1,0.0,[20],[2],20,1
O=C1C2CCC3C4=C2CC=CC4C3C1Oc1cccc2ccccc12,{'O=C1C2CCC3C4=C2CC=CC4C3C1Oc1cccc2ccccc12'},1,0.0503407,[60],[2],60,1
F[B-]1(F)n2cccc2C(=C2C=CC(c3cccnc3)=[NH+]2)c2cccn21,{'F[B-]1(F)n2cccc2C(=C2C=CC(c3cccnc3)=[NH+]2)c2cccn21'},1,0.5697588,[370],[2],370,1
Fc1ccc(C2=C3C(=[NH+][B-](F)(F)n4cccc43)c3ccccc32)cc1,{'Fc1ccc(C2=C3C(=[NH+][B-](F)(F)n4cccc43)c3ccccc32)cc1'},1,0.5298229,[270],[2],270,1
O=C(C=Cc1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1,{'O=C(C=Cc1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1'},1,0.0,[10],[2],10,1
N=c1c(=O)c(=O)c2c(=O)c3cc(Cl)ccc3n(-c3ccc(Cl)cc3)c12,{'N=c1c(=O)c(=O)c2c(=O)c3cc(Cl)ccc3n(-c3ccc(Cl)cc3)c12'},1,0.242578,[180],[2],180,1
N#Cc1cccc(N2C(=O)C(c3ccc(N)cc3)C3=C2C(=O)OC3)c1,{'N#Cc1cccc(N2C(=O)C(c3ccc(N)cc3)C3=C2C(=O)OC3)c1'},1,0.0211284,[150],[2],150,1
N#Cc1ccc([N+](=O)[O-])c(S(=O)(=O)N2CCCC2c2ccccc2)c1,{'N#Cc1ccc([N+](=O)[O-])c(S(=O)(=O)N2CCCC2c2ccccc2)c1'},1,0.0285448,[30],[2],30,1
N#CC1=C(N)C(=O)c2ccc3ccccc3c2C1c1ccc(Br)cc1,{'N#CC1=C(N)C(=O)c2ccc3ccccc3c2C1c1ccc(Br)cc1'},1,0.3165826,[250],[2],250,1
Fc1ccc(C2=[N+]3Cc4cccn4[B-]34C(=C2)CCC2CCCC24)cc1,{'Fc1ccc(C2=[N+]3Cc4cccn4[B-]34C(=C2)CCC2CCCC24)cc1'},1,0.1288261,[340],[2],340,1
Fc1c(F)c(=C(c2ccccc2)n2cccc2)oc1=C1C=CC(Cl)=N1,{'Fc1c(F)c(=C(c2ccccc2)n2cccc2)oc1=C1C=CC(Cl)=N1'},1,0.4377228,[150],[2],150,1
O=C1C2=C(CCN2C2C(=O)CC3=CC=CC=CC=C32)c2ccccc21,{'O=C1C2=C(CCN2C2C(=O)CC3=CC=CC=CC=C32)c2ccccc21'},1,0.3895848,[120],[2],120,1
F[B-]1(F)n2cccc2C(c2ccco2)=C2C=CC(c3cccnc3)=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccco2)=C2C=CC(c3cccnc3)=[N+]21'},1,0.5962865,[300],[2],300,1
F[B-]1(F)n2cccc2C(c2ccco2)=C2C=C(c3ccccc3)C=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccco2)=C2C=C(c3ccccc3)C=[N+]21'},1,0.6009126,[280],[2],280,1
F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2C=C(c3ccccc3)C=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2C=C(c3ccccc3)C=[N+]21'},1,0.5944585,[320],[2],320,1
F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C(c2cccs2)c2cccn21,{'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C(c2cccs2)c2cccn21'},1,0.5835437,[300],[2],300,1
F[B-]1(F)n2cccc2C(=C2[N+]=C(Br)c3ccccc32)c2cc(Br)cn21,{'F[B-]1(F)n2cccc2C(=C2[N+]=C(Br)c3ccccc32)c2cc(Br)cn21'},1,0.5883198,[370],[2],370,1
F[B-]1(F)n2cccc2C(=C2C=CC=[N+]2c2ccccc2)c2cccn21,{'F[B-]1(F)n2cccc2C(=C2C=CC=[N+]2c2ccccc2)c2cccn21'},1,0.0,[260],[2],260,1
O=C(COC(=O)c1cccnc1Cl)c1ccc(-c2ccccc2)cc1,{'O=C(COC(=O)c1cccnc1Cl)c1ccc(-c2ccccc2)cc1'},1,0.0,[20],[2],20,1
O=C(NCc1ccccc1NC(=O)c1ccccn1)c1ccccc1,{'O=C(NCc1ccccc1NC(=O)c1ccccn1)c1ccccc1'},1,0.0189778,[180],[2],180,1
O=C(NN=C(c1ccc(Cl)cc1)c1ccccc1Cl)c1ccccc1,{'O=C(NN=C(c1ccc(Cl)cc1)c1ccccc1Cl)c1ccccc1'},1,0.0606936,[170],[2],170,1
O=C(NN=Cc1c2ccccc2cc2ccccc12)c1ccccc1,{'O=C(NN=Cc1c2ccccc2cc2ccccc12)c1ccccc1'},1,0.569744,[320],[2],320,1
O=C(O)CC1CC2Cc3ccccc3CN2c2[nH]c3ccccc3c21,{'O=C(O)CC1CC2Cc3ccccc3CN2c2[nH]c3ccccc3c21'},1,0.0,[50],[2],50,1
O=C(c1ccccc1)N1C2=C(c3ccccc3)c3ccccc3SC21,{'O=C(c1ccccc1)N1C2=C(c3ccccc3)c3ccccc3SC21'},1,0.1883191,[200],[2],200,1
O=C(c1ccccc1)c1c2cccc(C(F)(F)F)c2c2ccccn12,{'O=C(c1ccccc1)c1c2cccc(C(F)(F)F)c2c2ccccn12'},1,0.2666021,[290],[2],290,1
O=C(c1ccccc1)c1cc(-c2ccccc2Cl)c2ccccc2c1,{'O=C(c1ccccc1)c1cc(-c2ccccc2Cl)c2ccccc2c1'},1,0.107087,[180],[2],180,1
O=C(c1ccco1)N(C(=S)Nc1cc(F)c(Cl)cc1Cl)C1=NCCN1,{'O=C(c1ccco1)N(C(=S)Nc1cc(F)c(Cl)cc1Cl)C1=NCCN1'},1,0.0549505,[60],[2],60,1
O=C1C(=Cc2ccc(Cl)cc2)C(=Cc2ccccc2)c2ccccc21,{'O=C1C(=Cc2ccc(Cl)cc2)C(=Cc2ccccc2)c2ccccc21'},1,0.0,[370],[2],370,1
O=C1C(Br)=C(O)c2cc(=O)oc3c(F)ccc(c23)N1c1ccccc1,{'O=C1C(Br)=C(O)c2cc(=O)oc3c(F)ccc(c23)N1c1ccccc1'},1,0.2726354,[100],[2],100,1
O=C1C(Cl)=C(Nc2cc3ccc2CC(Cl)CC3)C(=O)c2ccccc21,{'O=C1C(Cl)=C(Nc2cc3ccc2CC(Cl)CC3)C(=O)c2ccccc21'},1,0.3963521,[170],[2],170,1
O=C1C(F)=C(F)C(=C2C=C(c3cc[nH]c3)c3ccccc32)C(F)=C1F,{'O=C1C(F)=C(F)C(=C2C=C(c3cc[nH]c3)c3ccccc32)C(F)=C1F'},1,0.3652031,[280],[2],280,1
O=C1C(c2ccc(Br)s2)=C(c2ccc(Br)s2)c2c1sc1ccccc21,{'O=C1C(c2ccc(Br)s2)=C(c2ccc(Br)s2)c2c1sc1ccccc21'},1,0.4086444,[220],[2],220,1
O=C1C(c2ccc(Cl)cc2)=C(c2ccc(Cl)c(Cl)c2)c2ccccc21,{'O=C1C(c2ccc(Cl)cc2)=C(c2ccc(Cl)c(Cl)c2)c2ccccc21'},1,0.4059493,[340],[2],340,1
O=C1C(c2ccccc2)=C(c2ccccc2)c2[nH]c3ccccc3c21,{'O=C1C(c2ccccc2)=C(c2ccccc2)c2[nH]c3ccccc3c21'},1,0.3651831,[210],[2],210,1
O=C1C(c2ccccc2)=CN(c2ccccc2)C1=Cc1ccccc1,{'O=C1C(c2ccccc2)=CN(c2ccccc2)C1=Cc1ccccc1'},1,0.3615093,[190],[2],190,1
COc1ccc([S+]=c2nc(C#N)c(=[S+]Cc3ccccc3)[n-][n-]2)cc1,{'COc1ccc([S+]=c2nc(C#N)c(=[S+]Cc3ccccc3)[n-][n-]2)cc1'},1,0.1307809,[50],[2],50,1
COc1ccc(C2=C3C(Cl)=C(Cl)C(Cl)=[N+]3[B-](F)(F)n3cccc32)cc1,{'COc1ccc(C2=C3C(Cl)=C(Cl)C(Cl)=[N+]3[B-](F)(F)n3cccc32)cc1'},1,0.0,[270],[2],270,1
COc1ccc2c(c1)CC(=O)n1cc([O-])[s+]c1-c1cc3ccccc3cc1-2,{'COc1ccc2c(c1)CC(=O)n1cc([O-])[s+]c1-c1cc3ccccc3cc1-2'},1,0.2688187,[80],[2],80,1
O=C1CC(c2ccccc2)SC(c2ccccc2)c2ccccc21,{'O=C1CC(c2ccccc2)SC(c2ccccc2)c2ccccc21'},1,0.0285727,[50],[2],50,1
O=C1c2ccccc2-c2c1c(-c1ccccc1)c1n(c2=O)CCC1,{'O=C1c2ccccc2-c2c1c(-c1ccccc1)c1n(c2=O)CCC1'},1,0.2258499,[150],[2],150,1
O=C1c2cc3ccc(Cl)cc3cc2CCN1C(=S)c1cccnc1,{'O=C1c2cc3ccc(Cl)cc3cc2CCN1C(=S)c1cccnc1'},1,0.176387,[250],[2],250,1
O=C1OOC12C(=O)c1ccccc1C21C(=O)Oc2ccc(O)cc21,{'O=C1OOC12C(=O)c1ccccc1C21C(=O)Oc2ccc(O)cc21'},1,0.0485899,[80],[2],80,1
O=C1OC(=C2c3cccn3[B-](F)(F)n3c(Cl)c(Cl)c(Cl)c32)C=C1Br,{'O=C1OC(=C2c3cccn3[B-](F)(F)n3c(Cl)c(Cl)c(Cl)c32)C=C1Br'},1,0.5924757,[370],[2],370,1
O=C1N=C2c3ccccc3CCN2C1=C1Cc2ccccc2C1=O,{'O=C1N=C2c3ccccc3CCN2C1=C1Cc2ccccc2C1=O'},1,0.3573036,[240],[2],240,1
O=C1CC2=C(CO1)OCCN(S(=O)(=O)c1ccc([N+](=O)[O-])cc1)C2,{'O=C1CC2=C(CO1)OCCN(S(=O)(=O)c1ccc([N+](=O)[O-])cc1)C2'},1,0.0297723,[40],[2],40,1
O=C1C=C2Oc3ccc(Br)cc3C(c3ccc(Cl)cc3)=CC2CC1,{'O=C1C=C2Oc3ccc(Br)cc3C(c3ccc(Cl)cc3)=CC2CC1'},1,0.0553261,[90],[2],90,1
O=C1c2ccccc2C(=CC=Cc2ccccc2)c2ccccc21,{'O=C1c2ccccc2C(=CC=Cc2ccccc2)c2ccccc21'},1,0.0,[360],[2],360,1
O=C1C=C2C(=C1Br)CC1Cc3ccccc3C2C1c1ccccc1,{'O=C1C=C2C(=C1Br)CC1Cc3ccccc3C2C1c1ccccc1'},1,0.2449923,[160],[2],160,1
O=C1C=C(c2ccccc2)C(F)(F)C1=NNC(=O)c1ccccc1,{'O=C1C=C(c2ccccc2)C(F)(F)C1=NNC(=O)c1ccccc1'},1,0.2322523,[240],[2],240,1
O=C1C=C(c2cccc3ccccc23)[N+](=O)c2c(Br)cc(Br)cc21,{'O=C1C=C(c2cccc3ccccc23)[N+](=O)c2c(Br)cc(Br)cc21'},1,0.3794655,[330],[2],330,1
O=C1C2OC(c3ccccc3)(c3ccccc3)CC2C2CCCN12,{'O=C1C2OC(c3ccccc3)(c3ccccc3)CC2C2CCCN12'},1,0.002157,[50],[2],50,1
O=C1C2C3C4C=CC(c5ccccc5C423)N1C1=Cc2ccccc21,{'O=C1C2C3C4C=CC(c5ccccc5C423)N1C1=Cc2ccccc21'},1,0.067574,[100],[2],100,1
O=C1C2=C(c3sc4ccccc4c31)C(c1cccs1)c1sccc12,{'O=C1C2=C(c3sc4ccccc4c31)C(c1cccs1)c1sccc12'},1,0.4411571,[320],[2],320,1
O=C1c2ccccc2C(=C2Cc3ccccc3C2)c2ccccc21,{'O=C1c2ccccc2C(=C2Cc3ccccc3C2)c2ccccc21'},1,0.1221911,[210],[2],210,1
O=C1c2ccccc2C(=O)[N+]1=C1c2ccccc2-c2ccccc21,{'O=C1c2ccccc2C(=O)[N+]1=C1c2ccccc2-c2ccccc21'},1,0.4387426,[200],[2],200,1
COc1ccc(-n2c(=O)c(N=Cc3ccccc3Cl)c(C)n2C)cc1,{'COc1ccc(-n2c(=O)c(N=Cc3ccccc3Cl)c(C)n2C)cc1'},1,0.1650191,[150],[2],150,1
O=[N+]([O-])c1ccc(C2=C3C=CC(Br)=[N+]3[B-](F)(F)n3cccc32)cc1,{'O=[N+]([O-])c1ccc(C2=C3C=CC(Br)=[N+]3[B-](F)(F)n3cccc32)cc1'},1,0.5983866,[230],[2],230,1
O=[N+]=Cc1ccc2c(c1)nc(-c1ccccc1)c1ccc(Cl)cc12,{'O=[N+]=Cc1ccc2c(c1)nc(-c1ccccc1)c1ccc(Cl)cc12'},1,0.1701242,[100],[2],100,1
O=[N+]1C=CC(=C2N[B-](F)(F)n3cccc32)C=C1c1ccc(Br)cc1,{'O=[N+]1C=CC(=C2N[B-](F)(F)n3cccc32)C=C1c1ccc(Br)cc1'},1,0.5403036,[350],[2],350,1
O=[N+]([O-])c1cccc(N=NN(c2ccccc2)c2ccccc2)c1,{'O=[N+]([O-])c1cccc(N=NN(c2ccccc2)c2ccccc2)c1'},1,0.2975987,[240],[2],240,1
